Unnamed: 0,Comment text,Class,Repeatedness,Tokens
3453,hey guys subscribe to my chanel and i will subscribe back and like all your vids :)br /br /,1,2,"['hey', 'guys', 'subscribe', 'to', 'my', 'chanel', 'and', 'i', 'will', 'subscribe', 'back', 'and', 'like', 'all', 'your', 'vids', 'br', 'br']"
3454,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3455,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3456,white people are going extinct for more information subscribe to my channel or search for videos on &quotwhite genocide&quot thank you,1,2,"['white', 'people', 'are', 'going', 'extinct', 'for', 'more', 'information', 'subscribe', 'to', 'my', 'channel', 'or', 'search', 'for', 'videos', 'on', 'quotwhite', 'genocide', 'quot', 'thank', 'you']"
3457,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3458,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3459,check out this video on youtube:..,1,3,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3460,subscribers please`,1,0,"['subscribers', 'please']"
3461,yo like what up this song is fricking beast anywon herd the see mee rollin or i woke up in a new buggti check out nuketown rap i was shooting in it see my nice quick scoping things training for faze adoult freind sang i was at my freinds house doing it we just had the rap going and we were doing fun things ,1,6,"['yo', 'like', 'what', 'up', 'this', 'song', 'is', 'fricking', 'beast', 'anywon', 'herd', 'the', 'see', 'mee', 'rollin', 'or', 'i', 'woke', 'up', 'in', 'a', 'new', 'buggti', 'check', 'out', 'nuketown', 'rap', 'i', 'was', 'shooting', 'in', 'it', 'see', 'my', 'nice', 'quick', 'scoping', 'things', 'training', 'for', 'faze', 'adoult', 'freind', 'sang', 'i', 'was', 'at', 'my', 'freinds', 'house', 'doing', 'it', 'we', 'just', 'had', 'the', 'rap', 'going', 'and', 'we', 'were', 'doing', 'fun', 'things']"
3462,hi everyone this is cool check out sexy and i know it,1,1,"['hi', 'everyone', 'this', 'is', 'cool', 'check', 'out', 'sexy', 'and', 'i', 'know', 'it']"
3463,"check out our app to solve all your party/drunk problems!br /a href="" outer_url "" outer_url ",1,12,"['check', 'out', 'our', 'app', 'to', 'solve', 'all', 'your', 'party', 'drunk', 'problems', 'br', 'a', 'href', 'outer_url', 'outer_url']"
3464,check out this video on youtube:it is a old track but it still bad,1,1,"['check', 'out', 'this', 'video', 'on', 'youtube', 'it', 'is', 'a', 'old', 'track', 'but', 'it', 'still', 'bad']"
3465,check out my youtube channel for cool beatboxing (:,1,2,"['check', 'out', 'my', 'youtube', 'channel', 'for', 'cool', 'beatboxing']"
3466,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3467,hi everyone! do you like music? then why not check out my music channel. the lexis band will be uploading their own songs and covers soon so don&39t miss out. please subscribe too asit does help us out a lot. just takes one click. -&gt,1,5,"['hi', 'everyone', 'do', 'you', 'like', 'music', 'then', 'why', 'not', 'check', 'out', 'my', 'music', 'channel', 'the', 'lexis', 'band', 'will', 'be', 'uploading', 'their', 'own', 'songs', 'and', 'covers', 'soon', 'so', 'don', '39t', 'miss', 'out', 'please', 'subscribe', 'too', 'asit', 'does', 'help', 'us', 'out', 'a', 'lot', 'just', 'takes', 'one', 'click', 'gt']"
3468,subscribe!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,694,['subscribe']
3469,ummm... i just hit 1k subscribers. i make minecraft videos. help me out by checking me out?,1,4,"['ummm', 'i', 'just', 'hit', '1k', 'subscribers', 'i', 'make', 'minecraft', 'videos', 'help', 'me', 'out', 'by', 'checking', 'me', 'out']"
3470,sup gus this is a video for people who loves party rock so thanks for watching and please subscribe:)!!,1,1,"['sup', 'gus', 'this', 'is', 'a', 'video', 'for', 'people', 'who', 'loves', 'party', 'rock', 'so', 'thanks', 'for', 'watching', 'and', 'please', 'subscribe']"
3471,hey guys jaylan here and i just wanted everybody to know if yall can subscribe please that would be great! this is my new gaming channel (have notuploaded yet)but i will upload if i hit about 10 subs thank you :d,1,3,"['hey', 'guys', 'jaylan', 'here', 'and', 'i', 'just', 'wanted', 'everybody', 'to', 'know', 'if', 'yall', 'can', 'subscribe', 'please', 'that', 'would', 'be', 'great', 'this', 'is', 'my', 'new', 'gaming', 'channel', 'have', 'notuploaded', 'yet', 'but', 'i', 'will', 'upload', 'if', 'i', 'hit', 'about', '10', 'subs', 'thank', 'you', 'd']"
3472,great l subscribe,1,0,"['great', 'l', 'subscribe']"
3473,check out this video on youtube:jjiwajwkajajqjaubkm,1,1,"['check', 'out', 'this', 'video', 'on', 'youtube', 'jjiwajwkajajqjaubkm']"
3474,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3475,3m subscribers but look at the views its 700 million wtf :p,1,3,"['3m', 'subscribers', 'but', 'look', 'at', 'the', 'views', 'its', '700', 'million', 'wtf', 'p']"
3476,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3477,check out my youtube channel i can rap,1,1,"['check', 'out', 'my', 'youtube', 'channel', 'i', 'can', 'rap']"
3478,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3479,check out this video on youtu,1,0,"['check', 'out', 'this', 'video', 'on', 'youtu']"
3480,"lmfao is crazy dope!!! check out my music on my channel if you have a minute, it would mean a lot. much love!!",1,4,"['lmfao', 'is', 'crazy', 'dope', 'check', 'out', 'my', 'music', 'on', 'my', 'channel', 'if', 'you', 'have', 'a', 'minute', 'it', 'would', 'mean', 'a', 'lot', 'much', 'love']"
3481,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3482,everyday i&39m subscribe,1,0,"['everyday', 'i', '39m', 'subscribe']"
3483,man check out the raps on my channel im better rapper than these nigger fools,1,5,"['man', 'check', 'out', 'the', 'raps', 'on', 'my', 'channel', 'im', 'better', 'rapper', 'than', 'these', 'nigger', 'fools']"
3484,go check out our video,1,0,"['go', 'check', 'out', 'our', 'video']"
3485, like this comment ,1,1,"['like', 'this', 'comment']"
3486,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3487,subscribe,1,0,['subscribe']
3488,check out this video on youtube:br /looking for my wood pile...br /anyone seen it? hmm?&39br /how bout some pie now br /ladies?&39,1,6,"['check', 'out', 'this', 'video', 'on', 'youtube', 'br', 'looking', 'for', 'my', 'wood', 'pile', 'br', 'anyone', 'seen', 'it', 'hmm', '39br', 'how', 'bout', 'some', 'pie', 'now', 'br', 'ladies', '39']"
3489,"hahaa this dance is tighttttbr /br /i know y&39all &quotain&39t got time for my demo man&quot but check out some of my stuffbr /br /slappers on slappers on bangers! click that link below to peep game! enjoy.br /br /a href="" outer_url "" outer_url ",1,19,"['hahaa', 'this', 'dance', 'is', 'tighttttbr', 'br', 'i', 'know', 'y', '39all', 'quotain', '39t', 'got', 'time', 'for', 'my', 'demo', 'man', 'quot', 'but', 'check', 'out', 'some', 'of', 'my', 'stuffbr', 'br', 'slappers', 'on', 'slappers', 'on', 'bangers', 'click', 'that', 'link', 'below', 'to', 'peep', 'game', 'enjoy', 'br', 'br', 'a', 'href', 'outer_url', 'outer_url']"
3490,check out my music niggas,1,1,"['check', 'out', 'my', 'music', 'niggas']"
3491,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3492,check out this funny video &quotcereal box knocks out baby&quot on my channel.,1,2,"['check', 'out', 'this', 'funny', 'video', 'quotcereal', 'box', 'knocks', 'out', 'baby', 'quot', 'on', 'my', 'channel']"
3493,subscribe to me if you think &quotswag&quot is fucking stupid,1,0,"['subscribe', 'to', 'me', 'if', 'you', 'think', 'quotswag', 'quot', 'is', 'fucking', 'stupid']"
3494,tuto to subscribe to my channel because you should sign up for 17 l please thank you i&39d do anything for you to sign up a lot of good video i usually do!,1,3,"['tuto', 'to', 'subscribe', 'to', 'my', 'channel', 'because', 'you', 'should', 'sign', 'up', 'for', '17', 'l', 'please', 'thank', 'you', 'i', '39d', 'do', 'anything', 'for', 'you', 'to', 'sign', 'up', 'a', 'lot', 'of', 'good', 'video', 'i', 'usually', 'do']"
3495,abomination! subscribe if you agree : party here in my channel. cool lights.,1,3,"['abomination', 'subscribe', 'if', 'you', 'agree', 'party', 'here', 'in', 'my', 'channel', 'cool', 'lights']"
3496,"like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a 20 paypal giveaway like this comment so your friends can see it or others and they can also be entered go !!!",1,8,"['like', 'this', 'comment', 'guys', 'i', 'just', 'started', 'up', 'a', 'new', 'channel', 'if', 'i', 'can', 'get', '200', 'subscribers', 'by', 'tonight', 'ill', 'do', 'a', '20', 'paypal', 'giveaway', 'like', 'this', 'comment', 'so', 'your', 'friends', 'can', 'see', 'it', 'or', 'others', 'and', 'they', 'can', 'also', 'be', 'entered', 'go']"
3497,"check out: my hood doh, by flixter nossnevs",1,2,"['check', 'out', 'my', 'hood', 'doh', 'by', 'flixter', 'nossnevs']"
3498,nezo and edbr /like&ampshare this page on facebook please,1,1,"['nezo', 'and', 'edbr', 'like', 'ampshare', 'this', 'page', 'on', 'facebook', 'please']"
3499,"hey i&39m a british youtuber!!br /i upload weekly!! br /it would mean the world if you could subscribe!!br /thanks,joyce!!br /",1,5,"['hey', 'i', '39m', 'a', 'british', 'youtuber', 'br', 'i', 'upload', 'weekly', 'br', 'it', 'would', 'mean', 'the', 'world', 'if', 'you', 'could', 'subscribe', 'br', 'thanks', 'joyce', 'br']"
3500,subscribe to my channel !,1,1,"['subscribe', 'to', 'my', 'channel']"
3501,"hi guys please check out my vids , i will promos to subscribe to you to",1,1,"['hi', 'guys', 'please', 'check', 'out', 'my', 'vids', 'i', 'will', 'promos', 'to', 'subscribe', 'to', 'you', 'to']"
3502,hey please check out my music video. thanks!! :-),1,1,"['hey', 'please', 'check', 'out', 'my', 'music', 'video', 'thanks']"
3503,check the shit out on my channelbr /br /br /subscribe you will like it,1,2,"['check', 'the', 'shit', 'out', 'on', 'my', 'channelbr', 'br', 'br', 'subscribe', 'you', 'will', 'like', 'it']"
3504,"check it out free stuff for watching videos and filling surveysbr /br /a href="" outer_url "" outer_url ",1,13,"['check', 'it', 'out', 'free', 'stuff', 'for', 'watching', 'videos', 'and', 'filling', 'surveysbr', 'br', 'a', 'href', 'outer_url', 'outer_url']"
3505,everyone please subscribe to my channel or can you all just go look at my videos ,1,3,"['everyone', 'please', 'subscribe', 'to', 'my', 'channel', 'or', 'can', 'you', 'all', 'just', 'go', 'look', 'at', 'my', 'videos']"
3506,everyone please subscribe to my channel or can you all just go look at my videos ,1,3,"['everyone', 'please', 'subscribe', 'to', 'my', 'channel', 'or', 'can', 'you', 'all', 'just', 'go', 'look', 'at', 'my', 'videos']"
3507,everyone please go subscribe to my channel or just loon at my videos,1,2,"['everyone', 'please', 'go', 'subscribe', 'to', 'my', 'channel', 'or', 'just', 'loon', 'at', 'my', 'videos']"
3508,like this comment for no reason,1,1,"['like', 'this', 'comment', 'for', 'no', 'reason']"
3509,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise,1,3,"['this', 'song', 'is', 'awesome', 'these', 'guys', 'are', 'the', 'best', 'love', 'this', 'video', 'too', 'its', 'hilarious', 'lol', 'im', 'getting', 'popular', 'fast', 'because', 'i', 'rap', 'with', 'meaning', 'thumbs', 'up', 'if', 'you', 'piss', 'next', 'to', 'the', 'water', 'in', 'the', 'toilet', 'so', 'it', 'doesnt', 'make', 'noise']"
3510,how many thumbs up for louis saving the day!?!?,1,0,"['how', 'many', 'thumbs', 'up', 'for', 'louis', 'saving', 'the', 'day']"
3511,447935454150 lovely girl talk to me xxx,1,3,"['447935454150', 'lovely', 'girl', 'talk', 'to', 'me', 'xxx']"
3512,"my sister just received over 6,500 new a rel=""nofollow"" class=""ot-hashtag"" href="" outer_url ""active/a youtube views right now. the only thing she used was pimpmyviews. com",1,6,"['my', 'sister', 'just', 'received', 'over', '6', '500', 'new', 'a', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'outer_url', 'active', 'a', 'youtube', 'views', 'right', 'now', 'the', 'only', 'thing', 'she', 'used', 'was', 'pimpmyviews', 'com']"
3513,hello i&39am from palastine,1,1,"['hello', 'i', '39am', 'from', 'palastine']"
3514,go check out my rapping video called four wheels please ,1,3,"['go', 'check', 'out', 'my', 'rapping', 'video', 'called', 'four', 'wheels', 'please']"
3515,aslamu lykum... from pakistan,1,2,"['aslamu', 'lykum', 'from', 'pakistan']"
3516,help me get 50 subs please ,1,0,"['help', 'me', 'get', '50', 'subs', 'please']"
3517,"alright ladies, if you like this song, then check out john rage. he&39s a smoking hot rapper coming into the game. he&39s not better than eminem lyrically, but he&39s hotter. hear some of his songs on my channel.",1,5,"['alright', 'ladies', 'if', 'you', 'like', 'this', 'song', 'then', 'check', 'out', 'john', 'rage', 'he', '39s', 'a', 'smoking', 'hot', 'rapper', 'coming', 'into', 'the', 'game', 'he', '39s', 'not', 'better', 'than', 'eminem', 'lyrically', 'but', 'he', '39s', 'hotter', 'hear', 'some', 'of', 'his', 'songs', 'on', 'my', 'channel']"
3518,"a href="" outer_url "" outer_url ",1,16,"['a', 'href', 'outer_url', 'outer_url']"
3519,take a look at this video on youtube:,1,1,"['take', 'a', 'look', 'at', 'this', 'video', 'on', 'youtube']"
3520,check out our channel for nice beats!!,1,2,"['check', 'out', 'our', 'channel', 'for', 'nice', 'beats']"
3521,check out this playlist on youtube:,1,0,"['check', 'out', 'this', 'playlist', 'on', 'youtube']"
3522,like please,1,0,"['like', 'please']"
3523,"i shared my first song &quoti want you&quot, and i hope you&39ll like it. take a listen! a href="" youtube_video_url "" youtube_video_url /a",1,5,"['i', 'shared', 'my', 'first', 'song', 'quoti', 'want', 'you', 'quot', 'and', 'i', 'hope', 'you', '39ll', 'like', 'it', 'take', 'a', 'listen', 'a', 'href', 'youtube_video_url', 'youtube_video_url', 'a']"
3524,come and check out my music!im spamming on loads of videos but its just to try and get my music across to new people,1,2,"['come', 'and', 'check', 'out', 'my', 'music', 'im', 'spamming', 'on', 'loads', 'of', 'videos', 'but', 'its', 'just', 'to', 'try', 'and', 'get', 'my', 'music', 'across', 'to', 'new', 'people']"
3525,check out this playlist on youtube:,1,0,"['check', 'out', 'this', 'playlist', 'on', 'youtube']"
3526,huh hyuck hyuck im special who&39s watching this in 2015 im from australia or something give me attention please im just a rapper with a dream im gonna share this on google plus because im so cool.,1,5,"['huh', 'hyuck', 'hyuck', 'im', 'special', 'who', '39s', 'watching', 'this', 'in', '2015', 'im', 'from', 'australia', 'or', 'something', 'give', 'me', 'attention', 'please', 'im', 'just', 'a', 'rapper', 'with', 'a', 'dream', 'im', 'gonna', 'share', 'this', 'on', 'google', 'plus', 'because', 'im', 'so', 'cool']"
3527,check out this video on youtube:br /br /love this song... it&39s all good will never go back that but i&39ll always remember the passion but never want to go back to being dysfunctional insanity....... goal is to live happy not live insane. ,1,14,"['check', 'out', 'this', 'video', 'on', 'youtube', 'br', 'br', 'love', 'this', 'song', 'it', '39s', 'all', 'good', 'will', 'never', 'go', 'back', 'that', 'but', 'i', '39ll', 'always', 'remember', 'the', 'passion', 'but', 'never', 'want', 'to', 'go', 'back', 'to', 'being', 'dysfunctional', 'insanity', 'goal', 'is', 'to', 'live', 'happy', 'not', 'live', 'insane']"
3528,check out this playlist on youtube:,1,0,"['check', 'out', 'this', 'playlist', 'on', 'youtube']"
3529,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3530,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3531,check out this playlist on youtube:chcfcvzfzfbvzdr,1,0,"['check', 'out', 'this', 'playlist', 'on', 'youtube', 'chcfcvzfzfbvzdr']"
3532,check out this playlist on youtube: ,1,0,"['check', 'out', 'this', 'playlist', 'on', 'youtube']"
3533,im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. that he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e,1,6,"['im', 'gonna', 'share', 'a', 'little', 'ryhme', 'canibus', 'blows', 'eminem', 'away', 'a', 'quadrillion', 'times', 'especially', 'about', 'the', 'categories', 'of', 'intelligent', 'things', 'in', 'his', 'mind', 'that', 'he', 'learned', 'and', 'rapped', 'about', 'and', 'forgot', 'before', 'eminem', 'spit', 'his', 'first', 'ryme', 'luv', 'ya', 'linz', '4e']"
3534,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3535,check out this video on youtubebr /br /br /,1,0,"['check', 'out', 'this', 'video', 'on', 'youtubebr', 'br', 'br']"
3536,check out the new remix !!!br /click click !!,1,3,"['check', 'out', 'the', 'new', 'remix', 'br', 'click', 'click']"
3537,check out this playlist on youtube:,1,0,"['check', 'out', 'this', 'playlist', 'on', 'youtube']"
3538,i personally have never been in a abusive relationship. i probably never will. i don&39t hit women. mom has my dad used to hit my mom before he left. i can relate i&39m writing about one at the moment subscribe to hear it. every fan counts.,1,3,"['i', 'personally', 'have', 'never', 'been', 'in', 'a', 'abusive', 'relationship', 'i', 'probably', 'never', 'will', 'i', 'don', '39t', 'hit', 'women', 'mom', 'has', 'my', 'dad', 'used', 'to', 'hit', 'my', 'mom', 'before', 'he', 'left', 'i', 'can', 'relate', 'i', '39m', 'writing', 'about', 'one', 'at', 'the', 'moment', 'subscribe', 'to', 'hear', 'it', 'every', 'fan', 'counts']"
3539,plese subscribe to me,1,0,"['plese', 'subscribe', 'to', 'me']"
3540,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3541,"aye homies check out our remix to 50 cent your life is on the line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.",1,4,"['aye', 'homies', 'check', 'out', 'our', 'remix', 'to', '50', 'cent', 'your', 'life', 'is', 'on', 'the', 'line', 'we', 'just', 'started', 'our', 'youtube', 'channel', 'and', 'we', 'are', 'all', 'ways', 'working', 'hard', 'give', 'us', 'some', 'feed', 'back', 'on', 'our', 'latest', 'song', 'on', 'what', 'you', 'guys', 'think', 'if', 'you', 'like', 'show', 'support']"
3542,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3543,subscribe me secret videos :d,1,0,"['subscribe', 'me', 'secret', 'videos', 'd']"
3544,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3545,check out this video on youtube:but i&39m not rhinnah,1,1,"['check', 'out', 'this', 'video', 'on', 'youtube', 'but', 'i', '39m', 'not', 'rhinnah']"
3546,subscribe to me for clean eminem!,1,0,"['subscribe', 'to', 'me', 'for', 'clean', 'eminem']"
3547," hey youtubers... i really appreciate all of you who took the time, to read this, i am just a 19 year old boy who wants to be a successful musician in the music world. i dont have any money to advertise my channel, if you could just visit my channel, comment on my video or subscribe, that would be great.... it will only be few seconds of your life..... thank you to all the people who just gave me a chance l really appreciate it ",1,37,"['hey', 'youtubers', 'i', 'really', 'appreciate', 'all', 'of', 'you', 'who', 'took', 'the', 'time', 'to', 'read', 'this', 'i', 'am', 'just', 'a', '19', 'year', 'old', 'boy', 'who', 'wants', 'to', 'be', 'a', 'successful', 'musician', 'in', 'the', 'music', 'world', 'i', 'dont', 'have', 'any', 'money', 'to', 'advertise', 'my', 'channel', 'if', 'you', 'could', 'just', 'visit', 'my', 'channel', 'comment', 'on', 'my', 'video', 'or', 'subscribe', 'that', 'would', 'be', 'great', 'it', 'will', 'only', 'be', 'few', 'seconds', 'of', 'your', 'life', 'thank', 'you', 'to', 'all', 'the', 'people', 'who', 'just', 'gave', 'me', 'a', 'chance', 'l', 'really', 'appreciate', 'it']"
3548,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3549,this guy win dollars sleeping... m m m he loves the planet its full of retards,1,5,"['this', 'guy', 'win', 'dollars', 'sleeping', 'm', 'm', 'm', 'he', 'loves', 'the', 'planet', 'its', 'full', 'of', 'retards']"
3550,check out our cover of this song!,1,0,"['check', 'out', 'our', 'cover', 'of', 'this', 'song']"
3551,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3552,check out my channel for funny skits! thanks!,1,2,"['check', 'out', 'my', 'channel', 'for', 'funny', 'skits', 'thanks']"
3553,hahahahah :d like vines ? subscribe to me for daily vines,1,4,"['hahahahah', 'd', 'like', 'vines', 'subscribe', 'to', 'me', 'for', 'daily', 'vines']"
3554,please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like,1,3,"['please', 'read', 'this', 'please', 'i', 'am', 'a', 'country', 'singer', 'who', 'is', 'trying', 'to', 'become', 'someone', 'so', 'if', 'you', 'would', 'like', 'my', 'videos', 'please', 'just', 'type', 'boys', 'round', 'here', 'by', 'country', 'girl', 'only', 'on', 'computer', 'wasting', 'all', 'these', 'tears', 'e', 't', 'please', 'subscribe', 'and', 'like']"
3555,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3556,"guys share this video!!!!! he must have 1.000.000.000 views share on facebook, groups, pages!!",1,14,"['guys', 'share', 'this', 'video', 'he', 'must', 'have', '1', '000', '000', '000', 'views', 'share', 'on', 'facebook', 'groups', 'pages']"
3557,check out eminem - rap god lyric video,1,0,"['check', 'out', 'eminem', 'rap', 'god', 'lyric', 'video']"
3558,like this comment then type 1337,1,2,"['like', 'this', 'comment', 'then', 'type', '1337']"
3559,like this comment then type 1337,1,2,"['like', 'this', 'comment', 'then', 'type', '1337']"
3560,check out this video on youtube:,1,0,"['check', 'out', 'this', 'video', 'on', 'youtube']"
3561,"wow justin bieber is better thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",1,7,"['wow', 'justin', 'bieber', 'is', 'better', 'thats', 'why', 'when', 'he', 'buys', 'medication', 'he', 'always', 'shares', 'with', 'his', 'half', 'wited', 'money', 'alfred', 'but', 'sadly', 'enough', 'he', 'is', 'an', 'attention', 'hog', 'with', 'swamp', 'ass', 'and', 'an', 'eating', 'disorder', 'filled', 'with', 'sassy', 'mice', 'and', 'flaming', 'hot', 'cheetos', 'that', 'he', 'can', 'eat', 'with', 'the', 'power', 'of', 'the', 'samurman']"
3562,"finally someone shares the same opinion as me. i&39ve tried really hard to like gangnam style but i just can&39t, i don&39t even get the dance either. a song like this should be more popular than gangnam style, at least it makes sense.",1,2,"['finally', 'someone', 'shares', 'the', 'same', 'opinion', 'as', 'me', 'i', '39ve', 'tried', 'really', 'hard', 'to', 'like', 'gangnam', 'style', 'but', 'i', 'just', 'can', '39t', 'i', 'don', '39t', 'even', 'get', 'the', 'dance', 'either', 'a', 'song', 'like', 'this', 'should', 'be', 'more', 'popular', 'than', 'gangnam', 'style', 'at', 'least', 'it', 'makes', 'sense']"
3563,check out the new hot video by dante b called riled up,1,1,"['check', 'out', 'the', 'new', 'hot', 'video', 'by', 'dante', 'b', 'called', 'riled', 'up']"
3564,check out the new hot video by dante b called riled up,1,1,"['check', 'out', 'the', 'new', 'hot', 'video', 'by', 'dante', 'b', 'called', 'riled', 'up']"
3565, facebook password hack 2013! facebook-pass-hack2013.blogspot.com only 100 working software for hacking any facebook password! it&39s free for download and breaks any password in 10-15 minutes! 100 virus free! for details and free download please visit facebook-pass-hack2013.blogspot.com ,1,124,"['facebook', 'password', 'hack', '2013', 'facebook', 'pass', 'hack2013', 'blogspot', 'com', 'only', '100', 'working', 'software', 'for', 'hacking', 'any', 'facebook', 'password', 'it', '39s', 'free', 'for', 'download', 'and', 'breaks', 'any', 'password', 'in', '10', '15', 'minutes', '100', 'virus', 'free', 'for', 'details', 'and', 'free', 'download', 'please', 'visit', 'facebook', 'pass', 'hack2013', 'blogspot', 'com']"
3566,"hey everyone, i&39m dakoda bigelow. i&39m a 17 year old singer, rapper and producer. i&39ve gained over 490,000 views so far but i really need more views, likes and subscribers in order to make it. check out my brand new music video for my song so gone! also check out my new song called deaf. a few moments of your time would be greatly appreciated and you won&39t regret it :) please thumbs this up so more people can see it! thanks for the support.",1,16,"['hey', 'everyone', 'i', '39m', 'dakoda', 'bigelow', 'i', '39m', 'a', '17', 'year', 'old', 'singer', 'rapper', 'and', 'producer', 'i', '39ve', 'gained', 'over', '490', '000', 'views', 'so', 'far', 'but', 'i', 'really', 'need', 'more', 'views', 'likes', 'and', 'subscribers', 'in', 'order', 'to', 'make', 'it', 'check', 'out', 'my', 'brand', 'new', 'music', 'video', 'for', 'my', 'song', 'so', 'gone', 'also', 'check', 'out', 'my', 'new', 'song', 'called', 'deaf', 'a', 'few', 'moments', 'of', 'your', 'time', 'would', 'be', 'greatly', 'appreciated', 'and', 'you', 'won', '39t', 'regret', 'it', 'please', 'thumbs', 'this', 'up', 'so', 'more', 'people', 'can', 'see', 'it', 'thanks', 'for', 'the', 'support']"
3567,all you should go check out j rants vi about eminem,1,1,"['all', 'you', 'should', 'go', 'check', 'out', 'j', 'rants', 'vi', 'about', 'eminem']"
3568,"check out this video on youtube: a rel=""nofollow"" class=""ot-hashtag"" href="" outer_url ""eminem/a a rel=""nofollow"" class=""ot-hashtag"" href="" outer_url ""lovethewayyoulie/a a rel=""nofollow"" class=""ot-hashtag"" href="" outer_url ""rapgod/a a rel=""nofollow"" class=""ot-hashtag"" href="" outer_url ""king/a ",1,22,"['check', 'out', 'this', 'video', 'on', 'youtube', 'a', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'outer_url', 'eminem', 'a', 'a', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'outer_url', 'lovethewayyoulie', 'a', 'a', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'outer_url', 'rapgod', 'a', 'a', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'outer_url', 'king', 'a']"
